team_id,team_name,player_id,player_name,position_group,fetched_at_hkt,source
293352,Annecy FC,1487949,Nolan Ferro,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
293352,Annecy FC,1791800,Paul Venot,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
293352,Annecy FC,1695007,Alexis Casadei,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
293352,Annecy FC,1243913,Dion Sahi,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
293352,Annecy FC,2119440,Alan Mondesir,attackers,2026-09-18T23:56:46+08:00,FotMob teams
293352,Annecy FC,1074752,Thibault Rambaud,attackers,2026-09-18T23:56:46+08:00,FotMob teams
293352,Annecy FC,1362972,Kadan Young,attackers,2026-09-18T23:56:46+08:00,FotMob teams
293352,Annecy FC,1553363,Zépiqueno Redmond,attackers,2026-09-18T23:56:46+08:00,FotMob teams
293352,Annecy FC,820104,Antoine Larose,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1074619,Jonas Wendlinger,keepers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1125079,Wessel Speel,keepers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1334580,Tristan Kuijsten,keepers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1738035,Malcolm Mateyo,keepers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1526787,Joël van der Wilt,keepers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1280255,Martin Wasinski,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,932540,Joey Jacobs,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,294966,James Lawrence,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,873558,Teun Bijleveld,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1199132,Misha Engel,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1251659,Emmanuel van de Blaak,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1647374,Amoah Foah-Sam,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1320889,Twan van der Zeeuw,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1664153,Donte Apinsa,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1709757,Tiziano Vianello,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1451507,Jereno van Gom,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,2130315,Bas Pennock,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,562848,Damian van Bruggen,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1311946,Jochem Ritmeester van de Kamp,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1183511,Enzo Cornelisse,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1255093,Milan de Haan,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,873537,Jamie Jacobs,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,873551,Mees Hoedemakers,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1596247,Olivier de Nijs,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1402625,Job Kalisvaart,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1553190,Hamza el Dahri,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1807465,Immanuel Goghli,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1665404,Lev Lenssen,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1079517,Byron Burgering,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,873527,Ferdy Druijf,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1575701,Marley Dors,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1624054,Emanuel Poku,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1685074,Bas Huisman,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4116,Almere City FC,1200016,Ruben Providence,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,700670,Quentin Braat,keepers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1177776,Lucas Margueron,keepers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1514593,Enzo Crombez,keepers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1515497,Cheick Doumbia,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1592421,Mohamed Sylla,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1438300,Raphaël Lipinski,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1210664,Mathis Magnin,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1688540,Corentin Roubiou,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1003255,Evans Jean-Lambert,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1791909,Dylan Vangi,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1124761,Ryan Ponti,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1523255,Loni Quenabio,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1076509,Steven Luyambula Biwa,defenders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1529032,Jordan Correia,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1169693,Damjan Pavlović,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1664718,Mathis Saka,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1668298,Octave Joly,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1524547,Antonin Cartillier,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,2119776,Yanis Dahalani,midfielders,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1173790,Kenny Nagera,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1385771,Nachon Nsingi,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1390047,Mehdi Baaloudj,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1481521,Mathis Touho,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1248041,Hermann Tebily,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1050814,Kelian Nsona,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,1108006,Marco Essimi,attackers,2026-09-18T23:56:46+08:00,FotMob teams
4120,Rodez,2130479,Djibril Mavounia,attackers,2026-09-18T23:56:46+08:00,FotMob teams
581838,Novorizontino,876277,Lucas Ribeiro,keepers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1756471,João Scapin,keepers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1925421,Paulo Henrique,keepers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,957097,César Augusto,keepers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1966214,Gustavo,keepers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,575381,Jordi,keepers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1967833,Pedro Henrique,keepers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,319973,Madson,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1343058,Carlinhos,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1612264,Patrick,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,637564,Sander,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,849498,Eduardo Brock,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1644663,Gabriel Correia,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1928975,Alemão,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1280332,Alexis Iván Alvariño,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1188651,Jhilmar Lora,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1461831,Gabriel Bahia,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,532458,Renato Palm,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1967680,Luiz Otávio,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1755928,Maykon Jesus,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1520889,Arthur Barbosa,defenders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,933054,Luís Oyama,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1414404,Rômulo,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1765943,Antony,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1116650,Matheus Bianqui,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1238140,Léo Naldi,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1934729,Jhones Kauê,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1928998,Bruno Santana,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,965278,Marlon,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1925109,Nogueira,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1689737,Miguel Contiero,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1944608,Esquerda,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1634625,Jardiel,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1967835,Kawe,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1131346,Juninho,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1967695,Bruno Santos,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1967682,Geres,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1967686,Tiago,midfielders,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1474211,Ronald Barcellos,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,215424,Christian Ortíz,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,672094,Carlão,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,498459,Robson,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1759840,Tavinho,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1074833,Vinícius Paiva,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1888822,Diego Galo,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1302812,Diego Mathias,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,583766,Nicolas Careca,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1925108,Hector,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1967834,Reidiney,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1842055,Kaio Teixeira,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1967692,Leonardo Goncalves,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1966121,Matias Luduena,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1994541,Kayque,attackers,2026-09-19T00:08:41+08:00,FotMob teams
581838,Novorizontino,1265039,Hélio Borges,attackers,2026-09-19T00:08:41+08:00,FotMob teams
6504,Monza,1122424,Noel Törnqvist,keepers,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,955947,Demba Thiam,keepers,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1804416,Aljaž Strajnar,keepers,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1507697,Saba Goglichidze,defenders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1524139,Lorenzo Lucchesi,defenders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1511063,Jan Ziólkowski,defenders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1830551,Yvan Kouadio Maye,defenders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,899649,Valentin Antov,defenders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,824655,Ricardo Mangas,defenders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1123969,Andrea Carboni,defenders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1676901,Eddy Kouadio,defenders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1577900,Foe Ondoa,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1190023,Omari Forson,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1481909,Ebenezer Akinsanmiro,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,488958,Keita Baldé,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,799497,Samuele Birindelli,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1415623,Leonardo Colombo,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1425693,Adam Bakoune,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,480021,Patrick Ciurria,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,731600,Idrissa Touré,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,937462,Andrea Colpani,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,566654,Matteo Pessina,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1453338,Jay Robinson,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1879542,Mathis Mout,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,822440,Michael Folorunsho,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,994403,Cyril Ngonge,attackers,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1585676,Gustavo Varela,attackers,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,639671,Patrick Cutrone,attackers,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1110044,Exequiel Zeballos,attackers,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,737339,Dany Mota,attackers,2026-09-18T23:59:24+08:00,FotMob teams
6504,Monza,1682864,Kevin Martins,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1101270,Iker Álvarez,keepers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1532197,Guilherme Fernandes,keepers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1202049,Dani Tasende,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1081302,Álex Martin,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1324045,Juan Gutiérrez,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1158927,Diego Bri,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1294799,Franck Fomeyem,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,717021,Rubén Alves,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,534473,Nélson Monte,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,282478,Carlos Albarrán,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1560045,Egoitz Muñoz,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1617612,Daniel Budesca,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1882263,Dani García,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1217911,Damián Cáceres,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1368330,Théo Zidane,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1203885,Ismael Ruiz,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1126176,Adilson,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1227376,Youssouf Diarra,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1422602,Eder García,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1717569,Jacobo Marti,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1489445,Salim El Jebari,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1321439,Percan,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1213117,Kevin Medina,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1642593,Adnane Ghailan,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1626723,Victor Sanchez,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1231073,Enol Rodríguez,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1425168,Ibai Sanz,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7869,Córdoba,1221257,Cristian Carracedo,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,727654,Giacomo Satalino,keepers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1839106,Lorenzo Nyarko,keepers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,760752,Arijanet Murić,keepers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,869054,Stefano Turati,keepers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1329405,Edoardo Pieragnolo,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1130330,Josh Doig,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1041522,Fali Candé,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,860592,Sebastian Walukiewicz,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,557799,Duje Ćaleta-Car,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1203195,Fedde Leysen,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1082597,Ignace Van Der Brempt,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,937412,Jay Idzes,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1079501,Cas Odenthal,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1329505,Yeferson Paz,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1997566,Giorgio Vezzosi,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1735847,Simone Cinquegrano,defenders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1055183,Andrea Ghion,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,850055,Daniel Boloca,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1382375,Vasilije Adžić,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,115067,Nemanja Matić,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1167529,Rafael Obrador,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1369279,Luca Lipani,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,921921,Kristian Thorstvedt,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1641041,Darryl Bakola,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1396375,Ibrahim Sulemana,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1288119,Ismaël Koné,midfielders,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1308909,Cristian Volpato,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,982617,Kieron Bowie,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,364520,Domenico Berardi,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,2022716,Gabriel Kulla,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1163273,Laurs Skjellerup,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1316088,Benja Domínguez,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,935769,Armand Laurienté,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,720649,Nicholas Pierini,attackers,2026-09-18T23:59:24+08:00,FotMob teams
7943,Sassuolo,1030212,Sebastiano Esposito,attackers,2026-09-18T23:59:24+08:00,FotMob teams
8149,Union Berlin,186557,Frederik Rønnow,keepers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,451628,Carl Klaus,keepers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1156148,Matheo Raab,keepers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,767800,Felix Uduokhai,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1796861,Andrik Markgraf,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1231677,Zeno Van Den Bosch,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,530858,Marvin Friedrich,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1199947,Leopold Querfeld,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1282582,Tom Rothe,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,622373,Josip Juranović,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,907495,Stanley N'Soki,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1403332,Aljoscha Kemlein,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,304348,Rani Khedira,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,949673,Woo-Yeong Jeong,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,836726,András Schäfer,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,860260,Derrick Köhn,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,304354,Janik Haberer,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,792756,Michel Aebischer,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,447959,Robert Skov,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,166733,Christopher Trimmel,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,852049,Kastriot Imeri,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1555056,Julien Friedrich,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1958812,Linus Guether,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,609504,Oliver Burke,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1520506,Livan Burcu,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,658440,Tim Skarke,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1047670,Andrej Ilić,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,1242198,Marin Ljubičić,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,783585,Emmanuel Latte Lath,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8149,Union Berlin,2062767,Mekhi Gray,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1334806,Massamba Ndiaye,keepers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,663034,Theo Guivarch,keepers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,916916,Andy Pelmard,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1641942,Ethan Kena Kabeya,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1698483,El Hadj Koné,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,609634,Vital N'Simba,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,593612,Yoann Salmier,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1632348,Ivan M'Bahia,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1740655,Matys Donavin,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1740657,Ibrahim Coulibaly,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,568542,Kenji Van Boto,defenders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1586536,Abdellah Baallal,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1631397,Jean Grillot,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1358583,Yuliwes Bellache,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,581137,Junior Sambia,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1797477,Julien Astic,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,2187441,Noam Strotz,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,447107,Adrien Hunou,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,865030,Rominigue Kouamé,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1531397,Allan Ackra,midfielders,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1342756,Luís Semedo,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1187449,Florian Bianchini,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1329301,Maïdine Douane,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1671490,Ousmane Diop,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1487957,Mohamed-Amine Bouchenna,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,2119514,Arthur Saintorens,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1770621,Jean Tsamouna,attackers,2026-09-18T23:58:55+08:00,FotMob teams
8311,Clermont Foot,1797479,Enzo Cantero,attackers,2026-09-18T23:58:55+08:00,FotMob teams
